vin,start_date,end_date,repair_status,repair_description,vendor_name,repair_cost,NHTSA_recall_compaign_number,inventory_clerk_permission
WSHBRYQYDCI202435,2019-07-06 00:00:00,2019-07-29 00:00:00,in progress,adjust ignition timing; add knee airbags; ,Newex,1617.89,16V641000,
WSHBRYQYDCI202435,2019-07-30 00:00:00,2019-08-06 00:00:00,completed,fix cylinder head bolts; add heated windshield; ,Zumgoity,211.03,NULL,
WSHBRYQYDCI202435,2019-08-08 00:00:00,2019-09-03 00:00:00,pending,add heated windshield; prevent fuel pump shutoff; ,Zumgoity,1899.26,NULL,
WSHBRYQYDCI202435,2019-09-20 00:00:00,2019-09-24 00:00:00,in progress,configure audio remote control; adjust seat belts tension; ,Rundofase,140.69,NULL,
X7PFFGNBSQI524327,2019-02-28 00:00:00,2019-02-28 00:00:00,in progress,change memory settings of the onboard computer; make polarization coating; ,Toughzap,136.73,NULL,
X7PFFGNBSQI524327,2019-03-06 00:00:00,2019-03-09 00:00:00,in progress,adjust seat belts tension; ,Cancity,136.73,NULL,
X7PFFGNBSQI524327,2019-03-10 00:00:00,2019-03-10 00:00:00,pending,prevent fuel pump shutoff; fix steering damper; ,Cancity,136.73,NULL,
X7PFFGNBSQI524327,2019-03-11 00:00:00,2019-03-12 00:00:00,pending,repair cooled seats; replace brake pedal spring; ,Fasehatice,136.73,19V115000,
XG2F8AZ3DKK768039,2019-02-10 00:00:00,2019-02-12 00:00:00,in progress,change brake linings; adjust climate control; ,Newex,17.5,13V114000,
XG2F8AZ3DKK768039,2019-02-27 00:00:00,2019-03-04 00:00:00,completed,repair seatbelt force limiters; ,Zumgoity,52.51,NULL,
XG2F8AZ3DKK768039,2019-03-17 00:00:00,2019-03-19 00:00:00,in progress,add knee airbags; adjust hybrid performance; ,Zoomit,52.51,NULL,
XG2F8AZ3DKK768039,2019-03-22 00:00:00,2019-04-26 00:00:00,in progress,change wheel cylinders; fix ventilated seats; ,Zencorporation,612.65,NULL,
XG2F8AZ3DKK768039,2019-05-12 00:00:00,2019-05-14 00:00:00,pending,adjust adaptive cruise control; install parking sensors; ,Zumgoity,35.01,NULL,
XG2F8AZ3DKK768039,2019-07-19 00:00:00,2019-07-31 00:00:00,in progress,change wheel cylinders; correct abs; ,Toughzap,35.01,13V114000,
XG2F8AZ3DKK768039,2019-08-18 00:00:00,2019-09-22 00:00:00,in progress,fix nvh dampening system; install separate rear audio; ,Cancity,402.6,NULL,
XK51E6IAGWW949280,2019-01-25 00:00:00,2019-02-14 00:00:00,pending,check drive axle boots; change timing belt; ,Zencorporation,57.06,NULL,
XK51E6IAGWW949280,2019-02-25 00:00:00,2019-03-01 00:00:00,completed,reduce fuel consumption; adjust block heater; ,Zencorporation,57.06,05V353000,
XK51E6IAGWW949280,2019-03-22 00:00:00,2019-03-23 00:00:00,completed,replace ace filter; ,Cancity,38.04,13V114000,
XK51E6IAGWW949280,2019-04-08 00:00:00,2019-04-15 00:00:00,pending,fix sunroof; adjust accelerator pedal linkage; ,Zencorporation,76.08,NULL,
XLHSC830B4B709486,2019-02-09 00:00:00,2019-02-11 00:00:00,pending,reduce carbon footprint; install separate rear audio; ,Cancity,161.04,NULL,
XLHSC830B4B709486,2019-02-25 00:00:00,2019-03-02 00:00:00,in progress,replace crankcase ventilation filter; adjust climate control; ,Zoomit,268.39,NULL,
XLHSC830B4B709486,2019-03-04 00:00:00,2019-03-04 00:00:00,completed,change timing belt; change oil filter; ,Cancity,53.68,NULL,
XLHSC830B4B709486,2019-03-05 00:00:00,2019-03-05 00:00:00,in progress,adjust traction control system; install separate rear audio; ,Zoomit,53.68,16V836000,
XLHSC830B4B709486,2019-03-22 00:00:00,2019-03-24 00:00:00,pending,fix a-pillar; ,Toughzap,107.36,NULL,
XLHSC830B4B709486,2019-03-30 00:00:00,2019-04-01 00:00:00,completed,install turbocharger; ,Fasehatice,107.36,NULL,
XLHSC830B4B709486,2019-04-02 00:00:00,2019-04-09 00:00:00,in progress,fix air filter restriction indicator; fix cylinder head bolts; ,Newex,214.71,NULL,
XOBOW6AU18A917853,2019-02-12 00:00:00,2019-02-17 00:00:00,in progress,fix broken tow hooks; refurbish power steering; ,Cancity,90.05,NULL,
XOBOW6AU18A917853,2019-02-22 00:00:00,2019-02-26 00:00:00,pending,improve engine performance; adjust reverse tilt mirrors; ,Zencorporation,22.51,NULL,
XOBOW6AU18A917853,2019-03-03 00:00:00,2019-03-06 00:00:00,pending,change pcv filter/pcv valve; upgrade navigation system; ,Fasehatice,67.54,NULL,
XUV6JR4Q8SX652578,2019-02-18 00:00:00,2019-02-25 00:00:00,pending,replace stabilizer bar; change oil filter; ,Zencorporation,10.13,06V328000,
XUV6JR4Q8SX652578,2019-02-27 00:00:00,2019-03-13 00:00:00,pending,refurbish power steering; set up auto-delay headlights; ,Toughzap,131.65,NULL,
XUV6JR4Q8SX652578,2019-03-21 00:00:00,2019-04-22 00:00:00,in progress,adjust accelerator pedal linkage; add knee airbags; ,Fasehatice,50.63,NULL,
XUV6JR4Q8SX652578,2019-04-26 00:00:00,2019-04-27 00:00:00,completed,install dusk-sensing headlights; install anti-theft alarm; ,Zencorporation,20.25,NULL,
XUV6JR4Q8SX652578,2019-05-03 00:00:00,2019-05-04 00:00:00,completed,replace tail lights; ,Rundofase,10.13,NULL,
XUV6JR4Q8SX652578,2019-05-20 00:00:00,2019-05-22 00:00:00,completed,install turbocharger; install anti-theft alarm; ,Newex,20.25,03V476000,
XUV6JR4Q8SX652578,2019-05-24 00:00:00,2019-05-25 00:00:00,completed,change memory settings of the onboard computer; fix solar sunroof; ,Zoomit,20.25,11V592000,
XUV6JR4Q8SX652578,2019-06-01 00:00:00,2019-06-03 00:00:00,pending,repair direct injection system; ,Newex,20.25,06V328000,
YB3M3MZEQ1J275307,2019-06-16 00:00:00,2019-06-16 00:00:00,in progress,attach exterior camera; ,Newex,35.58,15V157000,
YB3M3MZEQ1J275307,2019-06-17 00:00:00,2019-06-17 00:00:00,completed,install anti-theft alarm; fix sunroof; ,Toughzap,35.58,NULL,
YB3M3MZEQ1J275307,2019-06-18 00:00:00,2019-06-18 00:00:00,completed,replace water pump; make polarization coating; ,Zoomit,35.58,13V147000,
YB3M3MZEQ1J275307,2019-06-19 00:00:00,2019-06-20 00:00:00,completed,install roof spoiler; replace liftgate window; ,Rundofase,71.16,NULL,
YB3M3MZEQ1J275307,2019-06-21 00:00:00,2019-06-21 00:00:00,pending,change speaker configuration; install smoked glass; ,Rundofase,35.58,NULL,
YR8K00OE58G720472,2019-06-21 00:00:00,2019-06-22 00:00:00,pending,replace brake pedal spring; repair seatbelt force limiters; ,Zumgoity,86.47,NULL,
YR8K00OE58G720472,2019-06-23 00:00:00,2019-06-23 00:00:00,completed,change speaker configuration; replace serpentine belt; ,Fasehatice,43.24,NULL,
YR8K00OE58G720472,2019-06-25 00:00:00,2019-06-25 00:00:00,pending,adjust low fuel warning indicator; adjust traction control system; ,Cancity,43.24,NULL,
YR8K00OE58G720472,2019-06-27 00:00:00,2019-06-27 00:00:00,in progress,change speaker configuration; replace ace filter; ,Zencorporation,43.24,NULL,
YSPKFT8VKW8617087,2019-04-02 00:00:00,2019-04-06 00:00:00,pending,replace fuel filter; repair seatbelt force limiters; ,Zencorporation,61.39,NULL,
Z0Z206HDHO0103381,2019-04-29 00:00:00,2019-04-29 00:00:00,in progress,install curtain airbags; fix broken tow hooks; ,Newex,13.06,NULL,
Z0Z206HDHO0103381,2019-04-30 00:00:00,2019-04-30 00:00:00,completed,replace steering column lock; reduce blind spot; ,Zumgoity,13.06,NULL,
Z4RBIUHHJZS859016,2019-03-09 00:00:00,2019-04-07 00:00:00,completed,change pcv filter/pcv valve; adjust block heater; ,Zencorporation,242.58,NULL,
Z4SH0SHZI01062444,2019-06-24 00:00:00,2019-07-03 00:00:00,pending,add knee airbags; reconfigure service reminder light; ,Zoomit,161.16,NULL,
Z4SH0SHZI01062444,2019-07-06 00:00:00,2019-07-10 00:00:00,pending,adjust adaptive cruise control; ,Zumgoity,32.23,18V031000,
Z4SH0SHZI01062444,2019-07-11 00:00:00,2019-07-13 00:00:00,completed,install vanity mirrors; check drive axle boots; ,Fasehatice,32.23,NULL,
Z4SH0SHZI01062444,2019-07-28 00:00:00,2019-08-20 00:00:00,completed,improve engine performance; install parking sensors; ,Zumgoity,338.44,NULL,
Z4SH0SHZI01062444,2019-08-25 00:00:00,2019-08-26 00:00:00,in progress,reduce blind spot; replace ace filter; ,Zoomit,32.23,17V260000,
Z4SH0SHZI01062444,2019-08-29 00:00:00,2019-08-30 00:00:00,pending,change steering rack; fix deceleration system; ,Fasehatice,16.12,NULL,
Z4SH0SHZI01062444,2019-09-06 00:00:00,2019-09-12 00:00:00,completed,replace tail lights; replace fuel filter; ,Cancity,32.23,NULL,
Z4SH0SHZI01062444,2019-09-14 00:00:00,2019-09-18 00:00:00,completed,add knee airbags; ,Cancity,80.58,NULL,
Z4SH0SHZI01062444,2019-09-25 00:00:00,2019-09-26 00:00:00,pending,adjust accelerator pedal linkage; replace fuel filter; ,Zoomit,32.23,18V204000,
Z8UDI7LAGS7164830,2019-04-17 00:00:00,2019-04-27 00:00:00,completed,install separate rear audio; replace brake pedal spring; ,Toughzap,65.12,NULL,
Z8UDI7LAGS7164830,2019-04-29 00:00:00,2019-05-03 00:00:00,in progress,refurbish power steering; configure audio remote control; ,Fasehatice,32.56,NULL,
Z8UDI7LAGS7164830,2019-05-06 00:00:00,2019-05-09 00:00:00,completed,change wheel cylinders; set up auto-delay headlights; ,Newex,48.84,NULL,
Z8UDI7LAGS7164830,2019-05-18 00:00:00,2019-06-15 00:00:00,completed,change brake linings; adjust adaptive cruise control; ,Newex,390.7,11V106000,
Z8UDI7LAGS7164830,2019-06-20 00:00:00,2019-06-25 00:00:00,pending,adjust block heater; replace timing belt tensioner; ,Zencorporation,48.84,NULL,
ZDIFPMGLJRT329921,2019-05-23 00:00:00,2019-06-02 00:00:00,pending,adjust block heater; attach seat extension; ,Cancity,313.18,NULL,
ZDIFPMGLJRT329921,2019-06-03 00:00:00,2019-06-11 00:00:00,in progress,set up auto-delay headlights; adjust adaptive cruise control; ,Fasehatice,178.96,NULL,
ZDIFPMGLJRT329921,2019-06-15 00:00:00,2019-07-16 00:00:00,in progress,fix nvh dampening system; change speaker configuration; ,Toughzap,984.27,NULL,
ZDIFPMGLJRT329921,2019-07-24 00:00:00,2019-07-31 00:00:00,pending,reduce blind spot; replace crankcase ventilation filter; ,Zumgoity,44.74,NULL,
ZDIFPMGLJRT329921,2019-08-05 00:00:00,2019-08-05 00:00:00,in progress,improve engine performance; add knee airbags; ,Zencorporation,44.74,NULL,
ZDIFPMGLJRT329921,2019-09-15 00:00:00,2019-09-23 00:00:00,pending,adjust adaptive cruise control; upgrade navigation system; ,Zencorporation,178.96,NULL,
ZDR30CO5D6G733856,2019-05-07 00:00:00,2019-05-26 00:00:00,in progress,replace radiator hoses; ,Cancity,211.44,NULL,
ZDR30CO5D6G733856,2019-06-07 00:00:00,2019-06-28 00:00:00,completed,fix broken tow hooks; attach spoiler; ,Cancity,740.04,NULL,
ZDR30CO5D6G733856,2019-09-02 00:00:00,2019-09-06 00:00:00,pending,fix air filter restriction indicator; adjust retractable mirrors; ,Cancity,105.72,NULL,
ZIL5XS7BK6F565259,2019-04-21 00:00:00,2019-04-24 00:00:00,completed,fix a-pillar; change coolant; ,Toughzap,56.58,NULL,
ZIL5XS7BK6F565259,2019-04-26 00:00:00,2019-04-26 00:00:00,pending,add knee airbags; fix external temperature display; ,Fasehatice,18.86,NULL,
ZIL5XS7BK6F565259,2019-04-27 00:00:00,2019-04-29 00:00:00,pending,adjust traction control system; ,Cancity,56.58,NULL,
ZIYO5EKWDKS246902,2019-01-10 00:00:00,2019-01-17 00:00:00,in progress,repair seatbelt force limiters; replace tail lights; ,Zoomit,547.42,NULL,
ZIYO5EKWDKS246902,2019-01-30 00:00:00,2019-02-15 00:00:00,pending,change wheel cylinders; repair direct injection system; ,Fasehatice,205.28,NULL,
ZIYO5EKWDKS246902,2019-02-21 00:00:00,2019-03-03 00:00:00,completed,prevent fuel pump shutoff; ,Newex,684.28,NULL,
ZIYO5EKWDKS246902,2019-03-10 00:00:00,2019-04-09 00:00:00,pending,replace ace filter; replace radiator core & ac condenser; ,Zumgoity,1300.13,NULL,
ZIYO5EKWDKS246902,2019-04-16 00:00:00,2019-04-20 00:00:00,completed,install curtain airbags; reduce blind spot; ,Newex,205.28,18V800000,
ZIYO5EKWDKS246902,2019-05-01 00:00:00,2019-05-16 00:00:00,completed,change brake linings; replace brake pedal spring; ,Toughzap,342.14,NULL,
ZS1M7DGNG0B708125,2019-05-06 00:00:00,2019-05-22 00:00:00,in progress,adjust hybrid performance; fix solar sunroof; ,Fasehatice,448.46,03E045000,
ZS1M7DGNG0B708125,2019-05-26 00:00:00,2019-06-04 00:00:00,completed,replace water pump; replace fuel filter; ,Zumgoity,203.85,NULL,
ZS1M7DGNG0B708125,2019-06-23 00:00:00,2019-07-01 00:00:00,completed,reconfigure service reminder light; change pcv filter/pcv valve; ,Rundofase,203.85,NULL,
ZS1M7DGNG0B708125,2019-07-12 00:00:00,2019-07-14 00:00:00,completed,replace crankcase ventilation filter; replace serpentine belt; ,Zumgoity,122.31,NULL,
ZS1M7DGNG0B708125,2019-07-23 00:00:00,2019-07-30 00:00:00,completed,change suspension fluid; repair seatbelt force limiters; ,Zoomit,285.38,NULL,
ZS1M7DGNG0B708125,2019-08-04 00:00:00,2019-08-22 00:00:00,in progress,replace ace filter; set up auto-delay headlights; ,Fasehatice,652.31,NULL,
ZS1SXM3GTO8957023,2019-01-31 00:00:00,2019-02-02 00:00:00,completed,repair seatbelt force limiters; fix solar sunroof; ,Toughzap,87.25,NULL,
ZS1SXM3GTO8957023,2019-02-04 00:00:00,2019-02-04 00:00:00,pending,attach exterior camera; replace crankcase ventilation filter; ,Toughzap,29.08,NULL,
ZS1SXM3GTO8957023,2019-02-05 00:00:00,2019-02-19 00:00:00,pending,install intelligent alternator; adjust block heater; ,Newex,58.17,NULL,
ZS1SXM3GTO8957023,2019-02-20 00:00:00,2019-02-23 00:00:00,completed,change speaker configuration; attach seat extension; ,Rundofase,87.25,NULL,
ZS1SXM3GTO8957023,2019-02-24 00:00:00,2019-02-24 00:00:00,completed,refurbish power steering; install optional equipment; ,Fasehatice,29.08,NULL,
ZS1SXM3GTO8957023,2019-02-25 00:00:00,2019-02-25 00:00:00,pending,replace liftgate window; adjust traction control system; ,Zencorporation,29.08,NULL,
ZXZP2ADJFMJ124788,2019-05-11 00:00:00,2019-05-23 00:00:00,in progress,replace water pump; configure universal remote control; ,Toughzap,579.13,NULL,
